V,A,V,A
Unast,I,U,Inast
0.19,0.0045,1.34,0.00384
0.37,0.00445,1.45,0.00336
0.56,0.0043,1.5,0.00288
0.74,0.0043,1.52,0.0024
0.9,0.00415,1.56,0.00192
1.12,0.00405,1.6,0.00144
1.30,0.0039,1.65,0.00096
1.49,0.0027,1.7,0.00048
