V,A,V,A
Unast,I,U,Inast
0.186,0.0054,1.44,0.00432
0.372,0.005,1.48,0.00378
0.558,0.0049,1.52,0.00324
0.744,0.00475,1.56,0.0027
0.93,0.00465,1.58,0.00216
1.116,0.00455,1.62,0.00162
1.302,0.0044,1.66,0.00108
1.488,0.0034,1.78,0.00054
