V,A,V,A
Unast,I,U,Inast
0.19,0.0088,1.5,0.00736
0.38,0.0088,1.56,0.00644
0.57,0.0086,1.6,0.00552
0.76,0.0086,1.62,0.0046
0.95,0.0084,1.65,0.00368
1.14,0.0084,1.66,0.00276
1.33,0.008,1.7,0.00184
1.52,0.0066,1.76,0.00092
